ID,ID_IN_BOOK,PROVERB,LANGUAGE,EXPLANATION (ORIGINAL LANGUAGE),EXPLANATION (ENGLISH),CATEGORY,
ZH_0653,Q,千阵万阵，难买头阵,ZH,指临阵打仗，头阵影响非常大，不得不打好。,"In battle, the first engagement has enormous impact and must be fought well.",Social Military Politics,
ZH_0654,Q,牵着不走，打着倒退,ZH,意指人窝囊没有出息，对他施加压力也不管用。,"If a person is spineless and lacks ambition, applying pressure on them is useless.",Social Military Politics,
ZH_0655,Q,前人栽树，后人乘凉,ZH,指前人辛辛苦苦种树，得益的是后人。比喻前人为后人造福。换句话说，前一辈人创业，后一代人便可享福。,The previous generation toils to plant trees so that later generations may enjoy the shade. The predecessors create blessings for those who come after. The older generation establishes the enterprise; the younger generation reaps the benefits.,Social Military Politics,
ZH_0656,Q,遣将不如激将,ZH,用强硬的手段差遣将领参战比不上激将之法管用。,Using force to order generals into battle is less effective than using the strategy of provocation to motivate them.,Social Military Politics,
ZH_0657,Q,强将手下无弱兵,ZH,英勇的将领手下没有怯懦的士兵。意谓能干的人手下没有弱者。,Under a brave general there are no cowardly soldiers. A capable leader has no weak followers.,Social Military Politics,
ZH_0658,Q,强迫不成买卖，强求不成夫妻,ZH,指如果用强迫的手段，很难办成事情。,"If compulsion is used, it will be very difficult to accomplish anything.",Social Military Politics,
ZH_0659,Q,桥归桥，路归路,ZH,比喻互不牵连，分得十分清楚。换句话说，完全相反的事物，不可以混淆在一起。,A metaphor for things being completely unrelated and clearly separated. Completely opposite matters must not be confused with one another.,Social Military Politics,
ZH_0660,Q,清官不到头,ZH,指古时清官受到金钱的诱惑，也会下水，做不到底。也指清官不同流合污，必受到同僚嫉妒，保不住官位。,"In ancient times, even upright officials could be tempted by money and ""fall into the water,"" unable to remain clean to the end. Also, an official who refuses to go along with corruption will be resented by colleagues and may not keep their position.",Social Military Politics,
ZH_0661,Q,清官出不得吏人手,ZH,清正廉洁的官员很难被贪赃枉法的属吏所蒙蔽。,A truly honest and upright official is difficult for corrupt subordinates to deceive.,Social Military Politics,
ZH_0662,Q,清官难出猾吏手,ZH,指无论官员多么清正廉明，最终也逃脱不了奸猾下属的陷阱。喻指官员自己虽然很想清廉，但最终受到属吏的蒙蔽，被拉下水去，还是做了贪官。,"No matter how upright an official may be, they ultimately cannot escape the traps set by cunning underlings. Though the official personally wishes to remain clean, they are eventually deceived by subordinates, dragged down, and become corrupt themselves.",Social Military Politics,
ZH_0663,Q,蜻蜒吃尾自吃自,ZH,实际上是自己吃自己的东西。,"In reality, one is eating one's own food — spending one's own resources.",Social Military Politics,
ZH_0664,Q,晴天开水道，须防暴雨时,ZH,晴天开水沟目的是为了下暴雨时排水畅通。意指遇到事情要提前做好准备。,"Digging drainage ditches on sunny days ensures that when heavy rain comes, water flows away smoothly. One must prepare in advance for problems.",Social Military Politics,
ZH_0665,Q,请将不如激将,ZH,激将军出马比请将军出马更管用。也泛指求人做事，正言恳求比不上反话激他。,"Provoking a general into action is more effective than politely requesting their service. More broadly, when asking someone to do something, reverse psychology works better than earnest, straightforward entreaty.",Social Military Politics,
ZH_0666,Q,请来镇山神，不怕妖作怪,ZH,比喻有了可以依靠的力量，就不恐惧与自己作对的力量。,"Once one has a reliable force to depend on, one need not fear opposing forces.",Social Military Politics,
ZH_0667,Q,穷寇莫追,ZH,对于溃败的残敌，不要逼得太紧，防止其反扑，造成更大的损失。,"Do not press a defeated and retreating enemy too hard, lest they turn and counterattack, causing even greater losses.",Social Military Politics,
ZH_0668,Q,曲木恶直绳，重罚恶朋证,ZH,曲木：弯曲的木头。恶：憎恶，害怕。直绳：木匠用来打直线的墨绳。重罚：指受到严厉惩处。明证：确凿的证据。指曲木惧怕用墨线来衡量罪犯惧怕用确凿的证据来定罪。比喻行为不轨、为非作歹的人畏惧严明公正的法律。,"""Qūmù"" means crooked wood; ""wù"" means to fear; ""zhíshéng"" is the carpenter's ink line used to draw straight lines; ""zhòngfá"" means severe punishment; ""míngzhèng"" means solid evidence. Crooked wood fears the ink line's measure; criminals fear being convicted on solid evidence. Those who behave crookedly and commit evil deeds fear strict and just law.",Social Military Politics,
ZH_0669,Q,拳头上无眼,ZH,用拳头打人时往往会造成对方受伤。,Striking someone with a fist often results in injury to the other party.,Social Military Politics,
ZH_0670,R,让一让二，不能让三让四,ZH,忍让是有一定限度的。,Tolerance and forbearance have their limits.,Social Military Politics,
ZH_0671,R,惹祸招灾，问罪应该,ZH,指一个人如果犯法，按道理应该受到法律制裁。,"If a person breaks the law, they should by rights face legal punishment.",Social Military Politics,
ZH_0672,R,人不害人身不贵，火不烧山地不肥,ZH,古时指人必须通过损害别人的利益才能攀附上高贵的地位。,In ancient times it was said that one must harm others' interests in order to climb to a position of high status.,Social Military Politics,
ZH_0673,R,人不得全，瓜不得圆,ZH,人不可能十全十美，就同瓜没有绝对的圆一样。,"No person can be perfect in every way, just as no melon is perfectly round.",Social Military Politics,
ZH_0674,R,人不离乡，鸟不离枝,ZH,指人不愿意离开自己的家乡，就像鸟儿离不开树枝一样。说明人们都留恋自己的故土。,"People are unwilling to leave their homeland, just as birds cannot leave their branches. This illustrates how people are attached to their native soil.",Social Military Politics,
ZH_0675,R,人不凭嘴，狗不凭尾,ZH,指看一个人不能光凭他嘴上说得好，如同看一条狗不能光看尾巴摇得欢一样。,"When judging a person, one cannot rely solely on their fine words, just as when judging a dog, one cannot rely solely on how eagerly it wags its tail.",Social Military Politics,
ZH_0676,R,人多出韩信,ZH,意思是人多智谋多，集中大家的智慧就会如有韩信那样的才能一样。,"When many people pool their wisdom, together they can match the genius of Han Xin. Collective intelligence is formidable.",Social Military Politics,
ZH_0677,R,人多出圣人,ZH,指众人中肯定有德高望重的人。,"Among a multitude of people, there are surely those of great virtue and high prestige.",Social Military Politics,
ZH_0678,R,人恶人怕天不怕，人善人欺天不欺,ZH,指恶入虽然猖狂，让人畏惧，但老天爷不怕他；善良的人虽然受欺侮，但老天爷不欺负他。比喻天道公平，恶人必受惩罚，好人得到庇护换句话说，上天是公平的，不偏袒恶人也不欺负好人。,"Though a wicked person may be fearsome and rampant, Heaven does not fear them; though a kind person may be bullied, Heaven does not bully them. Heaven is fair: the wicked are punished and the good are protected. In other words, Heaven is impartial — it neither favors the wicked nor oppresses the good.",Social Military Politics,
ZH_0679,R,人逢佳节倍思亲,ZH,指人每逢过年过节时，都会情不自禁地更加想念自己远方的亲人或朋友。,"During festivals and holidays, people cannot help but miss their distant relatives and friends all the more.",Social Military Politics,
ZH_0680,R,人贵见机,ZH,"见机：看机会,看形势。指人的难得之处在于能够做到见机行事。换句话说，人能够做到见机行事是最为难得的。","""Jiànjī"" means to read the situation and seize the opportunity. What is most admirable in a person is the ability to act according to circumstances. In other words, the ability to adapt one's actions to the situation is a most rare and valuable quality.",Social Military Politics,
ZH_0681,R,人贵有自知之明,ZH,指人的难得之处在于对自己有个合适的评价。,What is most admirable in a person is having an accurate assessment of oneself.,Social Military Politics,
ZH_0682,R,人见利而不见害，鱼见食而不见钩,ZH,指人贪图眼前短暂的利益而不顾及后果。,Refers to people who covet short-term gains without considering the consequences.,Social Military Politics,
ZH_0683,R,人绝粮必死，鱼无水自亡,ZH,指人没有粮，鱼没有水，都必死无疑。常用来指粮草是部队的生命线，粮草一断，部队自乱。,"A person without grain and a fish without water will both surely die. This is often used to express that provisions are the lifeline of an army — once supplies are cut, the army collapses from within.",Social Military Politics,
ZH_0684,R,人苦不自知,ZH,指人很难正确地认识自己、评价自己。,It is very difficult for people to know and evaluate themselves accurately.,Social Military Politics,
ZH_0685,R,人马未动，粮草先行,ZH,指带兵参战，必须先粮草充足也指拥有充足的粮草，是打胜仗的先决条件。,"When leading troops into battle, one must first ensure adequate provisions. Having sufficient supplies is a prerequisite for winning battles.",Social Military Politics,
ZH_0686,R,人命关天,ZH,指有关人命的案子不可轻视，应当重视。,Cases involving human life must not be taken lightly and should be treated with the utmost seriousness.,Social Military Politics,
ZH_0687,R,人怕理，马怕鞭，蚊虫怕火烟,ZH,怕：服从。指入服从于真理，如同马听从马鞭子指挥，蚊虫害怕火烟熏一样。也指人会在真理面前屈服比喻做事只有合乎天理，大家才能遵守执行。,"""Pà"" here means to submit to. People submit to reason just as horses obey the whip and mosquitoes flee from smoke. People will yield before truth. Only when actions accord with natural justice will everyone comply.",Social Military Politics,
ZH_0688,R,人平不语，水平不流,ZH,"指人受到公平待遇，心平气和，自然不会有怨言，如同平稳的水,不会流动一样。比喻只要做事公道，就没有人指手画脚。","When people are treated fairly, they are calm and content, and naturally have no complaints — like still water that does not flow. As long as things are handled justly, no one will find fault.",Social Military Politics,
ZH_0689,R,人情归人情，公道归公道,ZH,指不可以因为顾及情面而丢掉公道。,One must not sacrifice fairness for the sake of personal relationships.,Social Military Politics,
ZH_0690,R,人情似铁，官法如炉,ZH,指人的情面如同铁一样，法律如同熔炉一般。比喻法律不容徇私。换句话说，人虽然讲情面，但在法律面前就不可以徇私情，要秉公办事。,"Personal connections are like iron, but the law is like a furnace. The law tolerates no favoritism. Though people value personal ties, before the law one must not show partiality but must act impartially.",Social Military Politics,
ZH_0691,R,人随王法草随风,ZH,王法：封建时代的国家法律，泛指法令。意思是人遵照王法办事，就如同野草随着风向摆动一样。比喻遵从法律做事，是天经地义的事情，不容置疑。,"""Wángfǎ"" refers to the national laws of feudal times, and more broadly to all legal statutes. People following the law is as natural as grass bending with the wind. Obeying the law is a matter of course beyond question.",Social Military Politics,
ZH_0692,R,人无害虎心，虎没伤人意,ZH,害：伤害。指人没有伤害老虎的心思，老虎也就不会有伤人的举动。比喻要远离坏人，避免惹祸上身。也比喻自己不去伤害别人，别人也就不会伤害自己，即人不犯我，我不犯人。,"""Hài"" means to harm. If a person has no intention of harming a tiger, the tiger will have no cause to attack. One should stay away from dangerous people to avoid bringing trouble upon oneself. Also: if one does not harm others, others will not harm oneself — ""if others do not offend me, I will not offend them.""",Social Military Politics,
ZH_0693,R,人无前后眼,ZH,人往前看时，身后发生的事就看不到。意指暗算难防或事情的结果难以预料。,"When a person looks forward, they cannot see what happens behind them. Sneak attacks are hard to guard against, and outcomes are hard to foresee.",Social Military Politics,
ZH_0694,R,人无前后眼，祸害一千年,ZH,指人做事若没有考虑周全，就可能贻害无穷。,"If one does not think things through thoroughly, the consequences may be endless.",Social Military Politics,
ZH_0695,R,人无头不行，鸟无翅不腾,ZH,比喻无论做何事都必须有带头的人人无头不走，雁无头不飞指一个团队没有人带头就没法行动；一个雁群没有头雁就不可以远飞。,"No matter what is being done, there must be someone to take the lead. Without a leader, people cannot move forward; without a lead goose, the flock cannot fly far.",Social Military Politics,
ZH_0696,R,人无远虑，必有近忧,ZH,人如果没有长远的打算和目标，就不容易避开眼前的忧患。,"If a person has no long-term plans or goals, they will find it difficult to avoid immediate troubles.",Social Military Politics,
ZH_0697,R,人无笼头拿纸拴,ZH,人无笼头约束，但立下契约字据却能够拴住人。指契约字据具备法律效力。,"A person has no physical halter, but a signed contract or written agreement can bind them. Written contracts have the force of law.",Social Military Politics,
ZH_0698,R,人心似铁，官法如炉,ZH,指人的意志即便如铁一样坚强，也受不了如熔炉一样的刑律。喻指铁落进熔炉就熔化，人再刚强，也要屈从于无情的法律。,"Even if a person's will is as strong as iron, it cannot withstand laws as fierce as a furnace. Iron melts in a furnace; no matter how tough a person is, they must submit to the impartial force of law. ",Social Military Politics,
ZH_0699,R,人行千里，不战自弱；马行千里，不战自疲,ZH,指长距离行军是最大的自我消耗，属兵家的大忌。,Long-distance marching is the greatest form of self-consumption and a cardinal taboo in military strategy.,Social Military Politics,
ZH_0700,R,人一走，茶就凉,ZH,指人一旦失去权势和地位，人们也就冷落他了。,"Once a person loses power and position, people will treat them coldly and distance themselves.",Social Military Politics,
ZH_0701,R,人有贵贱，不可概论,ZH,古时指人的身份地位有贵贱之分，不可以等同对待。,"In ancient times, people were divided by rank and status into noble and lowly, and could not be treated as equals.",Social Military Politics,
ZH_0702,R,人有几等人，佛有几等佛,ZH,指世人有等次级别之分，佛同世人一样，地位级别也互不一样。,"People in the world are divided into ranks and grades; Buddhas, like mortals, also differ in status and level from one another.",Social Military Politics,
ZH_0703,R,人直不富，港直不深,ZH,指爽直的人不可能富裕，就如同港道笔直的地方水浅一样。换句话说，人要是正直无私，就不会发财致富，就如同港口太直，水就会很浅一样。,"A frank and straightforward person cannot become wealthy, just as a harbor with a perfectly straight channel has shallow water. If one is upright and selfless, one will not amass riches, just as when a harbor is too straight, its water runs shallow.",Social Military Politics,
ZH_0704,R,认理不认人，不怕不了事,ZH,指只讲道理不讲人情，就能办好事情。换句话说，做事情要是不讲私情，只讲原则道理，就可以解决问题。,"If one relies solely on reason without regard for personal feelings, things can be handled well. Doing things by principle alone, without private favoritism, solves problems.",Social Military Politics,
ZH_0705,R,任它狗儿怎样叫，不误马儿走大道,ZH,指任凭狗在路旁狂叫，马照样奔跑在大道上。也比喻不管别人怎么说难听的话，也阻挡不住大家顺着正确的道路继续走下去。换句话说，不管坏人如何找事破坏，也阻挡不了正义事业的前进。,"Let the dog bark by the roadside — the horse continues galloping along the highway. No matter what ugly things others say, nothing can stop people from continuing along the correct path. No matter how troublemakers try to interfere, they cannot halt the advance of a just cause.",Social Military Politics,
ZH_0706,R,日月虽明，不照覆盆之内,ZH,喻指世间总有冤案存在。,There will always be unjust cases in the world.,Social Military Politics,
ZH_0707,R,日间不作亏心事，夜半敲门不吃惊,ZH,月间：白天。夜半：半夜。指白天不做违背良心的事情，半夜里有人来敲门也用不着害怕。比喻不做损害别人的事情，自己心里踏实，知道不会惹人憎恨，所以遇事仍能镇定自如。意在告诉人们，不做恶事，就可以平安无事。,"""Yuèjiān"" means daytime; ""yèbàn"" means midnight. If one does nothing against one's conscience during the day, one need not fear a knock on the door at midnight. Those who do no harm to others have a clear conscience and remain calm in all situations. The message: do no evil, and you shall live in peace.",Social Military Politics,
ZH_0708,R,肉烂在汤锅里,ZH,比喻不受损失，利益依然存在。,"A metaphor for suffering no loss, with one's interests remaining intact.",Social Military Politics,
ZH_0709,R,肉眼不识神仙,ZH,肉眼：普通人的眼睛。比喻普通人识别不出能干的人物或优秀的人才。,"""Ròuyǎn"" means the eyes of an ordinary person. Ordinary people cannot recognize capable individuals or outstanding talent.",Social Military Politics,
ZH_0710,R,如入宝山空手回,ZH,比喻本来可以大有收获结果却一无所得。,"A situation where great gains were possible, yet nothing at all was obtained.",Social Military Politics,
ZH_0711,R,入国问禁，入里问俗,ZH,"到别人的国家,要先了解禁令；到别人的家乡，要先了解风俗习惯。","When entering another country, first learn its prohibitions; when visiting another's hometown, first learn the local customs.",Social Military Politics,
ZH_0712,R,入门休问荣枯事，观着容颜便得知,ZH,荣枯：荣耀和失意。指进了门就不要问人家境遇的好坏，只看主人的容颜便可得知。也指通过人的脸色可判断出人的境遇得失或人的心境如何。,"""Róngkū"" means glory and adversity. Once inside the door, do not ask about the host's fortunes — just look at their expression and you will know. A person's facial expression reveals their circumstances and inner state of mind.",Social Military Politics,
ZH_0713,R,入田观稼，从小看大,ZH,观稼：观察禾苗的长势。指到田地里观察禾苗的生长情况，就能预料到庄稼长成后是否丰收。比喻事情的发展变化，都会有征兆，从微小处能够看到显著之处，从目前情况可以预测未来。也比喻通过征兆可预测出结果。,"""Guānjià"" means observing the growth of crops. By going to the fields and observing how the seedlings grow, one can predict whether the harvest will be abundant. The development of events always shows signs; from the small one can perceive the great, and from the present one can predict the future. Through signs and portents, outcomes can be foreseen.",Social Military Politics,
ZH_0714,R,入乡随俗,ZH,到了一个地方，就要尊重和顺从当地的风俗人情。,"When one arrives at a place, one should respect and conform to the local customs and social norms.",Social Military Politics,
ZH_0715,R,若要有前程，莫做没前程,ZH,如果要想让自己的前程美好，就不要做妨碍前程的事。,"If you wish your future to be bright, do not do things that obstruct your prospects.",Social Military Politics,
ZH_0716,R,若要捕小鸟，先与闻甘歌,ZH,指要想逮小鸟，先得用美妙的歌声诱惑它上钩。比喻要想制服对方，先得投其所好，引诱对方上钩。,"To catch a small bird, one must first lure it with a beautiful song. To subdue an opponent, one must first cater to their preferences and entice them to take the bait.",Social Military Politics,
ZH_0717,R,若依佛法，冷水莫呷,ZH,呷：喝。如果依照佛教法规，连冷水都不可以喝。意指修养德性不必过于拘泥，可以灵活运用。,"""Xiā"" means to drink. If one follows Buddhist regulations to the letter, one cannot even drink cold water. Cultivating virtue need not be overly rigid — it can be applied flexibly.",Social Military Politics,
ZH_0718,S,三个臭皮匠，顶个诸葛亮,ZH,臭皮匠：指普通人。指人多能够集思广益，智慧多多。,"""Chòupíjiàng"" (臭皮匠) refers to ordinary people. When many people put their heads together, they can pool their wisdom and generate many ideas.",Social Military Politics,
ZH_0719,S,三教元来是一家,ZH,三教：儒教、道教、佛教。元来：原来。在中国的文化中，儒、道、佛所宣扬的教义相差无几，三位一体。,"The Three Teachings are Confucianism, Daoism, and Buddhism. ""Yuánlái"" means ""originally"" or ""as it turns out."" In Chinese culture, the doctrines propagated by Confucianism, Daoism, and Buddhism differ very little and form a trinity.",Social Military Politics,
ZH_0720,S,三军易得，一将难求,ZH,三军士兵容易招募组织，而一名将领却不易找到意指优秀人才难求。,"It is easy to recruit and organize an army of three divisions, but finding one good general is difficult. Outstanding talent is hard to come by.",Social Military Politics,
ZH_0721,S,三路公人六路行,ZH,人心不齐，步调不一致。,People's hearts are not united; their steps are not in unison.,Social Military Politics,
ZH_0722,S,三请诸葛亮,ZH,意指诚心诚意邀请他人。,Refers to sincerely and earnestly inviting someone.,Social Military Politics,
ZH_0723,S,三拳敌不过四手,ZH,意思是人少比不过人多。,Meaning that few people cannot compete against many.,Social Military Politics,
ZH_0724,S,三日无粮不聚兵,ZH,部队三天没有食物，士兵就会解散。也借指如果物资供应不上一个团体就可能会散伙。,"If an army goes three days without food, the soldiers will disband. By extension, if material supplies cannot keep up, any group may fall apart.",Social Military Politics,
ZH_0725,S,三声鼓响，不如雷吼一声,ZH,比喻普通人的干言万语，比不上关键人物的一句话。,The thousands of words spoken by ordinary people cannot compare with a single sentence from a key figure.,Social Military Politics,
ZH_0726,S,三岁至老,ZH,指通过三岁时的表现就可以判断出年老时的状态。换句话说，从年幼时观察其表现，就可以得知长大后会是什么样。,"From a child's behavior at age three, one can predict what they will be like in old age. In other words, by observing someone's conduct in early childhood, one can foresee what they will become as an adult.",Social Military Politics,
ZH_0727,S,三十六计，走为上计,ZH,三十六：虚指，形容很多。指在事情无法挽回的局势下，最好的办法是拍拍屁股走人。,"""Thirty-six"" is used loosely to mean ""many."" When a situation is beyond salvaging, the best strategy is to simply leave.",Social Military Politics,
ZH_0728,S,三天不打，上房揭瓦,ZH,比喻有些人只要受到的打击不多，就会无法无天。,"Some people, as long as they haven't been hit hard enough, will act lawlessly and without restraint.",Social Military Politics,
ZH_0729,S,三条腿的蛤蟆没见过，两条腿的人有的是,ZH,多指男女择偶不用发愁，可以按自己的意愿挑选。也指招募人员不必担心来源不够。,Mostly refers to men and women not needing to worry about finding a spouse — they can choose according to their own wishes. Also means one need not worry about insufficient sources when recruiting personnel.,Social Military Politics,
ZH_0730,S,僧不离寺，道不离观,ZH,僧：和尚。道：道士。和尚不能离开寺庙，道士不能离开道观。常用来比喻人不能擅自离开自己的岗位。,"""Sēng"" means Buddhist monk; ""dào"" means Daoist priest. A monk cannot leave the temple; a Daoist priest cannot leave the monastery. Often used as a metaphor that a person should not arbitrarily abandon their post.",Social Military Politics,
ZH_0731,S,杀兵不如惩将,ZH,指为了严明纪律，惩罚士兵不如处罚将领。也指处罚要自上而下，才有威慑力。,"To enforce strict discipline, it is better to punish the general than to punish the soldiers. Punishment must flow from the top down to have deterrent power.",Social Military Politics,
ZH_0732,S,杀鸡给猴看,ZH,指在猴子面前杀鸡，给猴子看。警示人们：惩罚某些人，目的是吓唬那些不遵纪守法的人，让他们老实一点。比喻惩罚一个人用以警告其他的人。,"Killing a chicken in front of monkeys to frighten them. This warns people: punishing certain individuals serves to intimidate those who do not obey rules and laws, making them behave. It is a metaphor for punishing one person as a warning to others.",Social Military Politics,
ZH_0733,S,杀老牛莫之敢尸,ZH,尸：主持。指杀掉对农家贡献很大的老牛，无人敢做主。比喻残害国家老臣，无人能担当起责任。,"""Shī"" means to preside over. Killing the old ox that has contributed greatly to the farming household — no one dares take responsibility for such a decision. A metaphor for harming veteran statesmen of the nation, for which no one can bear the responsibility.",Social Military Politics,
ZH_0734,S,杀了头，碗大的疤,ZH,指砍头了，脖子上仅仅是个碗大的伤疤而己。古时的愤激语。比喻视死如归，对死亡不在乎。,"After beheading, there is merely a bowl-sized scar on the neck — that's all. This was an expression of fierce defiance in ancient times, meaning one regards death as nothing to fear.",Social Military Politics,
ZH_0735,S,杀人偿命，欠债还钱,ZH,指杀人要抵命，欠债要还钱。换句话说，犯什么罪就应受到什么惩罚;借债就应该如数偿还。,"Killing someone requires paying with one's life; owing a debt requires repayment. In other words, whatever crime one commits should receive corresponding punishment, and debts must be repaid in full.",Social Military Politics,
ZH_0736,S,杀人可恕，情理难容,ZH,恕：宽恕、原谅。指宁可宽恕杀人的行为，也不能容忍伤天害理的作为。,"""Shù"" means to forgive or pardon. One would rather forgive an act of killing than tolerate conduct that offends Heaven and harms moral principles.",Social Military Politics,
ZH_0737,S,杀人一万，自损三千,ZH,打仗时杀死敌人一万人，自己也会损伤三千人。也指战争中胜方同样也有损失。比喻要想取得成绩，自己必须付出一定的代价。,"Killing ten thousand of the enemy in battle will cost three thousand of one's own. Victory in war always comes with losses on the winning side as well. To achieve results, one must be willing to pay a certain price.",Social Military Politics,
ZH_0738,S,纱帽底下无穷汉,ZH,纱帽：借指当官。指做官的没有穷人。比喻古时当官的没有谁不是靠搜刮民脂民膏发家致富的，即使同官沾一点亲都不会受穷受苦。,"""Shāmào"" (gauze cap) is a metonym for holding office. No official is poor. In ancient times, no official failed to enrich himself by exploiting the common people's wealth — even those only distantly connected to an official would not suffer poverty.",Social Military Politics,
ZH_0739,S,山高皇帝远,ZH,指高层权力管不到偏远的地方。,The power of those at the top cannot reach remote and distant places.,Social Military Politics,
ZH_0740,S,山鸡不敢上配凤凰,ZH,山鸡：雉，野鸡。凤凰：传说中的百鸟之王。指山鸡不敢同凤凰匹配比喻地位低下的人家没有能力高攀名门贵族。,"""Shānjī"" is a pheasant or wild chicken; ""fènghuáng"" is the legendary king of all birds. A pheasant dares not match itself with a phoenix — meaning a person of low status has no ability to attach themselves to a noble and prestigious family.",Social Military Politics,
ZH_0741,S,山鸡飞起来好打，兔子跑起来好打,ZH,比喻敌人暴露身份后才容易消灭。,An enemy is easier to destroy once they have revealed their identity.,Social Military Politics,
ZH_0742,S,山上无大树，茅草招大风,ZH,指没有大树，只能让茅草来抵挡大风的侵袭。比喻没有杰出的人才，只能让平凡人去代替他。,"Without a great tree, one can only let thatch grass block the wind's assault. Without outstanding talent, one can only let ordinary people serve as substitutes.",Social Military Politics,
ZH_0743,S,山有顶，路有头,ZH,指山再高也有顶，路再遥远也有尽头。比喻任何事物都有终点。,"No matter how high a mountain is, it has a peak; no matter how far a road stretches, it has an end. Everything has its limit.",Social Military Politics,
ZH_0744,S,山有山神，庙有庙主,ZH,指每个地方都有管事的人。,Every place has someone in charge of affairs.,Social Military Politics,
ZH_0745,S,山中无好汉，猢狲称霸王,ZH,意指在没有优秀人才的地方，平凡的人就能出人头地了。,"In a place without outstanding talent, an ordinary person can rise above the rest.",Social Military Politics,
ZH_0746,S,杉木尾子做不了正梁,ZH,杉木尾子：杉树木材的末段。比喻小人物不能做大事情。,"""Shānmù wěizi"" refers to the inferior end-section of fir timber. A metaphor meaning that insignificant people cannot accomplish great things.",Social Military Politics,
ZH_0747,S,闪他闷棍着他棒,ZH,喻指躲避不开打击。,A metaphor meaning one cannot dodge or avoid an attack.,Social Military Politics,
ZH_0748,S,善人在患，弗救不祥；恶人在位，不去亦不祥,ZH,善良的人有困难而不去救他，邪恶的人当权而不罢免他，都是国家的灾祸。,"If a good person is in difficulty and no one rescues them, or if an evil person holds power and no one removes them — both are calamities for the nation.",Social Military Politics,
ZH_0749,S,善猪恶拿,ZH,指即使是稍微驯服的猪，也得用狠劲去抓。比喻应付敌手不能心慈手软，不可轻敌。,"Even a somewhat tamed pig must be seized with great force. When dealing with an adversary, one cannot be soft-hearted or take the enemy lightly.",Social Military Politics,
ZH_0750,S,上边梁正下边直,ZH,比喻只要长辈或领导以身作则，其他人就不可能有越轨行为。,"As long as elders or leaders set a good example, others will not dare to act out of line.",Social Military Politics,
ZH_0751,S,上边千条线，下边一口针,ZH,指基层得完成上级各个部门安排的各项任务。常用来讽刺政令繁琐，给下级增添不必要的负担。,The grassroots level must complete all tasks assigned by various higher departments. This is often used to satirize overly complex government directives that place unnecessary burdens on subordinates.,Social Military Politics,
ZH_0752,S,上不紧，则下慢,ZH,指办理公务，上边抓不紧，下边的人就会行动缓慢。,"If those above do not push hard, those below will be slow to act.",Social Military Politics,
ZH_0753,S,上不正，下参差,ZH,上面不正，下面就会有问题。指上级人物不正派，下级就会效仿。,"If those above are not upright, those below will have problems. When superiors are improper, subordinates will follow their example.",Social Military Politics,
ZH_0754,S,上交不谄，下交不渎,ZH,意指与上级交往不谄媚奉承，与下级交往不高傲怠慢。,"In dealing with superiors, one should not flatter; in dealing with subordinates, one should not be arrogant or dismissive.",Social Military Politics,
ZH_0755,S,上粱不正下梁歪,ZH,上粱没有上正，下梁肯定倾斜。比喻上面的人作风不正派，下面的人就会跟风变坏。,"If the upper beam is not set straight, the lower beam will certainly tilt. When those at the top have improper conduct, those below will follow suit and become corrupt.",Social Military Politics,
ZH_0756,S,上马管军，下马管民,ZH,意指权力很大，文武大权都集中到一个人身上。,"Refers to having enormous power, with both civil and military authority concentrated in one person's hands.",Social Military Politics,
ZH_0757,S,上明不知下暗,ZH,指即便上级贤明，也不十分清楚下级官员的黑暗之处。比喻身居高位的人不易得知百姓的疾苦。,"Even if superiors are wise, they cannot fully understand the dark deeds of their subordinates. Those in high positions find it difficult to learn of the people's suffering.",Social Military Politics,
ZH_0758,S,上命差遣，概不由己,ZH,意思是受上级的差遣，自己不能做主。,Meaning one acts under the orders of superiors and cannot make one's own decisions.,Social Military Politics,
ZH_0759,S,上求材，臣残木；上求鱼，臣干谷,ZH,君主要木材，臣子就得砍光树林；君主要吃鱼，臣子就得抽干鱼塘的水。指只要君主有所喜好，佞臣就会不计后果，全力奉迎。,"If the ruler wants timber, ministers must clear the forests; if the ruler wants fish, ministers must drain the ponds. As long as the ruler has preferences, sycophantic ministers will spare no consequence to cater to them fully.",Social Military Politics,
ZH_0760,S,上人不好，下人不要,ZH,好：喜欢。意指上级没有喜好，下级就不用去搜刮。比喻地位在上的人如果不喜欢某个东酉，他的下属就不会去寻找。,"""Hào"" means to like or prefer. If superiors have no particular preferences, subordinates need not go searching and scraping. When those above do not desire something, those below will not seek it out.",Social Military Politics,
ZH_0761,S,上山敢打虎，下海敢擒龙,ZH,喻指英勇无畏，勇往直前上山问樵，下水问渔指要知道某方面的情况，就必须向有实践经验的人请教。,"A metaphor for being fearless and brave, charging forward without hesitation. ""Ask woodcutters about the mountain; ask fishermen about the water"" — to learn about a certain area, one must consult those with practical experience.",Social Military Politics,
ZH_0762,S,上什么山，打什么柴；进什么庙，念什么经,ZH,遇到不同的情况，要随机应变，见机行事。,"When encountering different situations, one must adapt flexibly and act according to circumstances.",Social Military Politics,
ZH_0763,S,上台容易下台难,ZH,指上任容易，但卸任时能有好的业绩却很难。,"Taking up a post is easy, but leaving it with a good record of achievement is difficult.",Social Military Politics,
